text,label
هذا صفح+ة فتن لعن+ة الله على,1
هههه شو بد في عم تردي على هي معود بين بعض يحكوا متل معلمن شاري+هن,0
اللهم انتقم,0
ل دخيلو معص ب ههههه,0
مشارك+ة شيخ غريب لم أتى من وراء ثقل من مع يا كبير أتى من مشغل في غرف+ة أسود ني+ة إجرامي زرع فرق+ة والي,0
كول هو عقبالك ما تجيك صرمايي بخلقتك,1
تويتر أصبح تغريد ناس محترم نهيق بعض مستحمري نباح بعض مستكلب قرف وسخ طائفي,1
جكار بريطانيا الله,0
لينا مش مصلح+ة قاتل و لو كان سلمي مش لازم خصوصي هالايام,0
الله يخليلنا جبران باسيل يا ري كل بلد عالم عند+ها متلو كان دني ألف خير,0
خنزير عصر,1
بك أندرسون سأل جبران باسيل معظم في علم اقتصاد حول مشكل+ة لبنان هو أجاب بردي+ة زجل عن شعب لبناني عظيم,0
علو تخرسي أنت كل لي عم رد ع هبل تبع شو فرق مع إذ عم حكى ع موبايل هي عم اشتغل شطف كنس مسح عملي+ة معقد مثل ما صار الا عالساكت شر دخل موبايل غلا مواصل+ة بد يا تبيع موبايل مثل بدل ما شكا غلا,1
أنت عم غرد من ك+باري+ه هرم,1
و لاجئ لا اوطان,0
شكر ا على طول بال يا أخ نزار أن مش ع م تاخود أمر شكل شخصي,0
قم+ة وقاح+ة عند حاصر عاهر+ة عن عف+ة,1
يا عم بلال اح محتاج تعلم نتثقف من جديد,0
هذا جزاءكو يا شارب بول بعير يا قرن شيطان على قتل خاشقجي و حصار غز+ة و هدم يمن و قتل أطفال و جفا,1
جبران باسيل ل سيإنإن أمن إسرائيل هو حق,0
يا درزي معفن فيصل قاسم إش تعليق على سرسري عذب يا فصع درز خون,1
خنزير يرتو خنزير,1
مستوا معروف اوطى من صرامي أن لا شرف أدب شتيم+ة,1
أصاب رئيس أفريقي ضعيف إسماعيل قال ئيس جيبوتي وفرماجو رئي,0
كلب هذا نوعيتو غالي كثير كثير أغلى من صاحبو,1
"غير+ة صف+ة ف+طري عند أنثى منذ
طفول+ة
سيكولوجي
مرأ+ة",0
اه يا هبيل غنم,1
فعل ل+عن أبو دنيا تاخد منيح ترك خر,1
لا حبس على غدر زمان طال نحن ل في مرصاد,0
الله لبنان تاريخ لبنان ثقافي أسماءالسياسي كبير لي مر على مايستاهلون أبد كان صور+ة,0
يا أستاذ وئام لم كان ربيع عربي حكر على دول+ة قطر إنما كان قياد+ة اميركا أوربا و تنفيذ سعودي امار,0
ححفيد جديد لعن+ة جديد مراعا+ة نفس+ي نفاس زيار+ة حريم أنا مالي أدنى خلق لهالاشياء,1
رب حفظ يا رئيس حفظ أسر كريم كل مع+ا يا ريس سقط سيقط حكم خون+ة,0
"سعن قول أن لم حارب ضد هذا عروب+ة ملعون في نهاي+ة تعود على أسوأ هناك حتى من انتهى ب مطاف إدعاء ب حتى تعجب من حال+ة مزري مع ضرب+ة كبير من ماشال
لدى هذا منافق كبير من مهووس زائف معظم من قابيل الذي منع نفس من تعليم طفل لغ+ة عربي مثل جنرال مسؤول عن هذا بلد فيشو ثم تعال ثم لدى خلق قال ل توقف واحد صغير خاص ب دعاي+ة عربي ما زال لغ+ة جميل من جيد معرف+ة كل لغ+ة أو حتى رد فعل عنصري+ة لغ+ة عربي غير مسؤول عن أي شيء أنا أنجح أفضل
إلا أن شكل ملموس إن أول عمل عنصر ضد هذا لغ+ة عربي لا زال هذا حمقى جنرال وزير كل حمقى الذي سن قانون تعريب عفا عن ابن ابتداء من أويحيى الذي تجمع في سجن حسن ل أمر مجرد أن أنهى مهم+ة تعاوني سيلاتيكي اسم س ين نحن عرف
كما قال ساركوزي
حسن أنا أوقع أصر لغ+ة عربي خطر مثبت تم تحقق من إزعاج في جميع نحو عالم لا عرف دول+ة عربي واحد لا لغ+ة عربي هذا جيد في كل مكان كارث+ة أن لغ+ة ليس مجرد لغ+ة مثل ذلك في مطلق إن نقل ثقاف+ة قيم+ة في خارج ثقاف+ة عالم عربي و قيم+ة لا جدال دليل دعم مقابل قيم+ة عالمي تقدم حري+ة تسامح مساوا+ة غير
فقط تابع خبر عالم الذي قال عربي و أو مسلم أو حتى شتات مشكل+ة تكيف مع ألف+ي ثالث",1
انو واحد بيحكيك بل شرق بترد بل غرب هيدا شعار انتخابي يا روح امك حمى لبنان رئيس قوي جيشو وطني ل لائو لبنان بس,0
جبران باسيل دائم موقف في استحقاق دولي رفع رأس,0
سيد نصرالله هناك صداق+ة بين بين جبران باسيل ما عزز علاق+ة بين هو حرب ويكيليكس أن تحدث نفس كلام,0
شعر سعاد+ة ما تشوف أحد شقيق متعاطف مع مظلوميتك و بعد تنصدم انو نفس شقيق من عاشق سياد+ة حاكمو مفدى حج نحن شعب بجم و همج و دون و نستاهل كلشي عم صار في شيل تعاطف و حل عن قفا قطع عمر مأغلظك,0
"لو كان ضيع مثل هذا مذيع كان اشر ان خبث خبائث في نفاق
لكن لا أشير
أنا اسمى من لجوء الى معاير شخصي+ه",1
كول خر,1
كل شخص واضع صور+ة جبران باسيل ك بروفايل على صفحتوا عامل ريتويت تغريد عمل لايك لتغريدتي,0
حريم كل صاير شبه بعض,0
حكم قوي يا ست هانم,0
أنا مش عم قول ما في مشكل+ة بس مشكل+ة ليس من جبران باسيل لا من رئيس عون,0
أسد لا حضور ل مع خروف,0
رأى ما رأي ملحد و علماني عربي عند أصبح شراب بول بعير دواء بيع في صيدلي دول+ة غرب متحضر,1
طلاع من خس+ة شاف حوالي انو نص بلد عم حكى متل انو شو بدا شطار+ة خصص تا حكى واحد موضوع طالع من مناخير إبن عشر سن+ة حكى في بعد احترم أن وحد تأكل هو,1
جبران باسيل قال ان لبنان لعب دور رئيس في إعاد+ة إعمار في دول+ة عربي,0
طب ادبحوهم خلص,1
هي أنت عم شغل مرتك دعار عم حط وديع قيس غزعلي صور رح أرفق قيس مع مرتك يا وئام وهاب ديوث,1
نت أي كم الفاظ كراهي+ه لي أنت في ده أنت عاوز أي,0
لو ساد بوز مش احسنلك صوت نشاز ما باد نسمعو يا مدعوس بل صرماي خليك متل كلب عم أغنى بل مطعم يا عربيد اكتر من هي ما بيطلعلك مستواك ابن ليل اخد اذن حكى هي يلا قحط,1
دليل اخو ناجح ماشالله على بد عمل نقاب+ة بيت,0
ما بقى نقل شعر شعر ما بقى نقل حس,0
بد عاد حال إن و ال مليار دين عام رح يصيرو مليار رح ضل ك هتف يا مسطول روح دم منفديك يا زعيم الله وصل عوا على قبرص من فقر,1
مع سلام+ة يا خنزير,1
أنا لو ارتبط ح ارتبط عشان كلم باير ب+قت ملاحقاني في اي مكان دي,0
عهد معجب أبو زمير و اماني مغرم أبو مخط بشار أسد,1
مراسل جزير+ة في إسطنبول كلب مذيع قنا+ة خنزير عقبال اكتمل حديق+ة حيوان حضور ثور حمد عزم حمار,1
عن الله يا خنزير يا أبناء قرد,1
حدى قال خراس من مي سن وان إتحاد رياضي من فشل قشل,1
لو في دول+ة اساس احترم نفس لن ترك بوق شيطان مثل نوى أنت صرماي سوا,1
لي عملو لبنان جبران بدن سن+ة تيعملو,0
كلب متلك أحب أحس حالو ضيع اسف أنت كلب بشار حسن حارس رقم,1
أنا رد على لهج+ة كول هو لاك أنت مثل كلب جرب نعل لي تم رمي طهر من يا عبد درهم,1
هل تعلم أن جبران باسيل لا يوافقق رأي عن وجود إسرائيل,0
جبران باسيل ديكور لبناني محرك إيراني,0
ماذا توقع من زبال عزم و خنزير إلاخوان غير كذب ز تزييف و إرهاب,1
أنت أشكال لي بتعبدو مرشد لكن اح عبد رب بس أحب لي أحب بلد مش نشتم بلد زيكو,1
مع ان مو كل حريم جذي خصوص هالوقت بس اتفق مع+ا,0
قطر أصبح مفهوم من جميع لكن بعض مطر تعامل مع,0
ما سيد قال إنو جبران باسيل صديقو صراح+ة أنا انبسط لان تذكر انو شهيد رفيق حريري كمان كان صديقو ع كل حال,0
جبران باسيل قلق من خرق إسرائيلي يوم+ي ل استقلال سياد+ة لكن لم ترف عين من محاول+ة عصاب+ة سفاح تفجير مسجد في طرابلس,0
جبران باسيل إنسان بل اخلاق,0
ل ض ل حد ما بعبص بهالبلد رمل هالجحش ل+عن روح أنت أب,1
أنت ما جاوب عالسؤال وهاب ماذا عن ثرو+ة يا لو توحيد,0
أقسم الله حرام أطلق على ذولي حريم ذولي إذ تكلم عن قال انثى مع تفل بعد,1
خدو وبيطلعلكن معو أمير مقعد شاغر طلال بلاش,0
ضو كول هو,1
متلو متل جسوس إذ ما جابي اخبار ما قبض و خواجة هون نفس شي كل ما طول سانو كل ما عبى جي,0
إزا مان قد خبز ملح روح كول هو مع مثل ياغالي,1
يا كلب سوري جربان بيت حريري أصحاب أيادي أبيض على مدين طرابلس مش ايدي ملطخ دم مجزر+ة تفجير مسجد يا كلب نظام سوري,1
جبران باسيل مع,0
معقول امك توحم على حمار,1
صح عند مشكل فهم أظن ان بول بعير الذي شرب+ة هو بول عامل ابن الي,1
على فكر+ة رجل ديكتاتور اردوغان سبتويت,1
يجي يوم انتقم من كل كلب لبناني تسبب أذى شعب سوري دفع ثمن غالي,1
و لماذا لم غرد و بقي احلى تاريخ جانفي لان ذلك هو تاريخ حقيقي ثور+ة و ديموقراطي+ة,0
أمن مستباح و جبران باسيل اعتبر أمن اسرائيل حق مقابل+ة مع ال تصديق على كلام زياد أسود علاق+ة مع اميركا منيح و حزب الل,0
وزار+ة تعليم أقام   ورش+ة عمل   تعريف نظام تحرش أهم تدبير لازم وقاي+ة من,0
رجا وقف تمسيح جوخ يا أخ,0
انتي اخرس مادخلك,1
معلا+ة معود عالصرامي صار بد حكى سند و استثمار خليك لا عرف اريحلك,1
